year,tong_luc,total_2rice_luk,total_rice_shrimp,tong_tsl,tong_bhk,total_fruit_tree_lnk,climate_maxTAS_shrimp,climate_maxPR_thuysan,climate_maxTAS_caytrong,climate_minPR_caytrong,area_shrimp_tsl_risk,area_rice_fruit_tree_risk
2015,808100.0,804125.0,164525.0,610475.0,111450.0,499575.0,37.0,400.0,36.5,180.0,0.0,0.0
2016,768425.0,815100.0,142600.0,640825.0,118300.0,513000.0,37.0,400.0,36.5,180.0,0.0,0.0
2017,733750.0,822825.0,124300.0,662650.0,124950.0,529775.0,37.0,400.0,36.5,180.0,225.0,28925.0
2018,704075.0,827100.0,109225.0,680050.0,130375.0,547425.0,37.0,400.0,36.5,180.0,0.0,7600.0
2019,678575.0,830825.0,97450.0,693350.0,134250.0,563800.0,37.0,400.0,36.5,180.0,134875.0,35250.0
2020,656525.0,832900.0,87800.0,704375.0,136675.0,579975.0,37.0,400.0,36.5,180.0,169025.0,63300.0
2021,635525.0,834225.0,79250.0,713525.0,139050.0,596675.0,37.0,400.0,36.5,180.0,157425.0,48200.0
2022,614900.0,834800.0,72325.0,720900.0,141275.0,614050.0,37.0,400.0,36.5,180.0,100.0,1575.0
2023,596175.0,835550.0,66675.0,726925.0,142950.0,629975.0,37.0,400.0,36.5,180.0,100.0,1325.0
2024,579150.0,836425.0,61725.0,732150.0,144125.0,644675.0,37.0,400.0,36.5,180.0,525.0,1200.0
2025,562750.0,835800.0,57375.0,736750.0,145275.0,660300.0,37.0,400.0,36.5,180.0,75.0,1300.0
2026,547475.0,835300.0,53450.0,740800.0,146350.0,674875.0,37.0,400.0,36.5,180.0,0.0,525.0
2027,533375.0,834825.0,49975.0,744375.0,147075.0,688625.0,37.0,400.0,36.5,180.0,6075.0,30125.0
2028,519350.0,833825.0,46550.0,747875.0,147825.0,702825.0,37.0,400.0,36.5,180.0,166450.0,38650.0
2029,506650.0,832400.0,43525.0,751025.0,148325.0,716325.0,37.0,400.0,36.5,180.0,550.0,200.0
2030,494150.0,831475.0,41100.0,753525.0,148800.0,729200.0,37.0,400.0,36.5,180.0,175.0,1150.0
2031,482925.0,830025.0,38675.0,755975.0,149025.0,741625.0,37.0,400.0,36.5,180.0,2875.0,625.0
2032,472200.0,828675.0,36300.0,758350.0,149350.0,753375.0,37.0,400.0,36.5,180.0,142200.0,36350.0
2033,461550.0,827375.0,34125.0,760525.0,149450.0,765225.0,37.0,400.0,36.5,180.0,0.0,2225.0
2034,452325.0,825825.0,31975.0,762675.0,149700.0,775750.0,37.0,400.0,36.5,180.0,475.0,350.0
2035,442975.0,824175.0,30175.0,764500.0,149750.0,786675.0,37.0,400.0,36.5,180.0,150.0,24950.0
2036,434125.0,822825.0,28575.0,766200.0,149700.0,796825.0,37.0,400.0,36.5,180.0,5400.0,7125.0
2037,425550.0,821450.0,27075.0,767725.0,149700.0,806750.0,37.0,400.0,36.5,180.0,5000.0,17950.0
2038,417375.0,819700.0,25800.0,769000.0,149650.0,816725.0,37.0,400.0,36.5,180.0,75.0,23225.0
2039,409525.0,817525.0,24700.0,770100.0,149575.0,826825.0,37.0,400.0,36.5,180.0,200775.0,38300.0
2040,403125.0,815650.0,23650.0,771175.0,149100.0,835550.0,37.0,400.0,36.5,180.0,6925.0,23975.0
2041,396000.0,813050.0,22700.0,772150.0,148850.0,845500.0,37.0,400.0,36.5,180.0,170400.0,36750.0
2042,389900.0,810625.0,21700.0,773150.0,148725.0,854150.0,37.0,400.0,36.5,180.0,12300.0,32825.0
2043,383475.0,808250.0,20825.0,774025.0,148650.0,863025.0,37.0,400.0,36.5,180.0,210350.0,36550.0
2044,377350.0,805375.0,20000.0,774850.0,148600.0,872075.0,37.0,400.0,36.5,180.0,172275.0,35400.0
2045,371450.0,803050.0,19150.0,775700.0,148500.0,880400.0,37.0,400.0,36.5,180.0,5500.0,20250.0
2046,366125.0,800800.0,18425.0,776425.0,148350.0,888125.0,37.0,400.0,36.5,180.0,112675.0,33950.0
2047,361275.0,798475.0,17775.0,777075.0,148250.0,895400.0,37.0,400.0,36.5,180.0,213075.0,32525.0
2048,356000.0,796300.0,17250.0,777625.0,148100.0,902975.0,37.0,400.0,36.5,180.0,203925.0,33675.0
2049,351275.0,793900.0,16750.0,778150.0,148000.0,910175.0,37.0,400.0,36.5,180.0,64775.0,30200.0
2050,346500.0,791675.0,16200.0,778700.0,148075.0,917100.0,37.0,400.0,36.5,180.0,0.0,0.0
2051,341700.0,789600.0,15850.0,779050.0,148000.0,924050.0,37.0,400.0,36.5,180.0,0.0,0.0
2015,868600.0,795925.0,172325.0,579700.0,110750.0,470950.0,37.0,400.0,36.0,200.0,0.0,700.0
2016,847300.0,815225.0,151900.0,601750.0,111475.0,470600.0,37.0,400.0,36.0,200.0,0.0,1025.0
2017,836275.0,824850.0,136025.0,618300.0,111900.0,470900.0,37.0,400.0,36.0,200.0,275.0,48950.0
2018,829200.0,830675.0,122050.0,632450.0,112700.0,471175.0,37.0,400.0,36.0,200.0,0.0,39275.0
